tweet_id	user_id	class	tweet
1198739050401808384	1134936960	0	@Yayouuu_ Le xanax marche pas sur moi
1163750273015263239	263170463	0	"@policedutweet ça rappelle les innombrables mentions de sponsors le soir quand t'attends ton émission à la télé... ""et parce qu'une diarrhée n'arrive jamais au bon moment, le Conseil des Ministres ce soir vous est présenté par Imodium..."" 🤨"
1199245180618104833	412414797	0	@eve_thefirst @liberez_patoche @BelkaBougherara Ça ressemble à ce que j'ai vécu sauf que c'était un rgo interne, 2 fois plus douloureux et pas de signes cliniques flagrants. Il a fini par la ranitidine, l inexium c'était pire. Les preuves scientifiques au sujet du bienfaits de ces médicaments sont   https://t.co/SGXO3Tux72
1196781371362103296	1122073864849317890	0	J’ai pris mon Xanax on verra bien comment je réagis let’s hope I’ll be ok
1196827096259190785	1138530319089491971	0	@HaltsMaulFR Depuis que j'ai ma 203 j'ai eu quelques pannes : - câble de batterie oxydé (vert de gris) - flector d’embrayage cassé - pièces d'usure (bougies, rupteur, garnitures, embrayage parce que la boite était désaccouplée pour entretient). ... c'est tout. Et elle a roulé tous les jours !
1195759646813896705	826903744726102017	0	@VivieGrenouille Prends bien soin de toi, moi je touche du bois, pas encore eue besoin de retourner voir le médecin pour renouveller ma ventoline
1198179229768278016	1013887493333282819	0	@alaindeMontau Offrons lui une boîte de microlax pour Noël !
1143854214554247169	124274078	0	Je n'ai toujours pas trouvé de PRITOR+ 80, rupture de stock, donc en  France on peut mourir par rupture de stock............ Bravo Agnès  Buzyn. Combien de temps je vais tenir sans? https://t.co/3oQYgZIPg5
1195614582125072384	1527146400	0	"@DocArnica @Bty_Marjorie @doctoctocbot Pour être tout à fait exact , je leur explique que 10000 pas C’est 1% d’hba1c . Mais en quoi c’est + directif que ""prenez une metformine matin midi soir "" ?  C’est une prescription comme une autre pour moi"
1199106555393773569	1105198265874681857	0	@emolacie_ G fait ça avec le Xanax ça soulage
1195643978261159937	1009679919809466368	0	@pierrecallamand @les_vaxxeuses Mais de quoi tu parles ? C'est l'état qui raque. Et dans le cas où des fraudes sont avérées (vioxx) les clauses ne jouent pas.
1195618673723138048	467638124	0	@NicoHikona @mauzemontole @bayrou Certain(e)s devraient penser à prendre un xanax de temps en temps !
1168796268656619520	20792363	0	Dans Card Captor Sakura, l'anniversaire de Tomoyo Daidôji tombe le 3 septembre #birthday https://t.co/JGQkOgqDWC
1194411860856049664	509162500	0	Le diclofenac mais c’est uniquement sur prescription médicale. https://t.co/XYQ9dfdShJ
1137384703940538368	310821922	0	@kinkybambou @MHoussayH @fcalvay XANAX TU VAS ENCORE ÉCRIRE UN TRUC EN 120 TWEETS
1131931693491904512	268024318	0	@Vadeboncoeur_Al @nathaliebinett2 @SimonPiLandry @ieVincentDemers @rwittmer3 @viens_hugo @amquebec parmi mes irritants quotidiens: devoir compléter plusieurs demandes de médicaments d'exception par jour pour prescrire la duloxétine, efficace pour traiter la douleur et éviter les opioïdes, alors que des statines (inutiles à &gt;85 ans) sont prescrites par millions et sans problème
1196385073622388736	290485241	0	Veille Bibliographique de la SCVE : Relationship between metformin and abdominal aortic aneurysm https://t.co/MAlSGUZ0Ls
1169282360698974209	861342125602086912	0	j’ai montré la couleur que je veux faire à ma pote elle m’a dit tu deviens gothique. jesus ma ventoline
1199672136056688643	1357413553	0	Rupture de stock du #Levothyrox: des Marocains craignent pour leur santé https://t.co/lUor6hRQey https://t.co/HHbY1tBT7b
1198706661466222592	918178638377504769	0	😺✏ — ⚠️est ce que quelqu’un aurait trouvé une ventoline au gymnase du lycée mardi??? je l’ai oublié et c’est la seule… https://t.co/3Av3cgzuY7
1197216540833267718	1141797000406544385	0	Je suis Sarah, déesse de la ventoline  Ah
1128400903550263296	1037047203989270528	0	LETTRE DE DEMANDE DE PERMISSION  Mr le Directeur General, Mn epoux avait lmigraine ce matin,et au lieu de prendre du Paracetamol il a pris un viagra accidentellement.Commela servante est ala maison,donc je ne pourrai pas venir travailler aujourd'hui.Cordialement votre secretraire
1199054428810203136	1197183493001875461	0	@Yuri_watgoon255 *toujours en overdose de xanax à cause de Monika*
1197887038290309121	1177528795173179392	0	#JeSuisClarisse et je vous emmerde ! test pas content prend un xanax
1126907919738515456	1076914927414243333	0	Donnait moi ma ventoline je m’étouffe tellement le gars n’y connais rien au rp 😂😂😂  Mais au fond je l’aime ❤️
1194791674645532672	1378217570	0	@maxcharle37 @GeoffreyGuertin JPP c'est J'en peux plus voilà :) Oh tu sais, G pris des somnifères pendant des années .A la longue ça ne fait plus rien.J'ai pris aussi du Xanax etc ss jamais abuser mais au quotidien .On en reparlera.Tjrs arrêter en diminuant,pas d'1 coup. Mais bon C au cas par cas :)
1196521960261505029	495328834	0	Harry Potter et le sildénafil.    (Pardon) https://t.co/n6j19Pqaug
1198364144841510913	1190984101874032641	0	@GlueMou @traderOfficiel @Nicolai06 @BandlilLe Nan après y’a noam qui rentre dans le game dès qu’il a prit son XANAX
1156170959587594240	1227229741	0	Le pain au pavot peut contenir... trop de morphine https://t.co/R7sjavY1EI
1130539650161029121	2214623559	0	@Yary__ @Sweetfire37 @PsycKoKwaK @LittleBigWhale @Yelenna04 @Gom4rt_ @Zulzoranderr @Clanmax2 @le_adrille @YannigAnd @counfouzz Docteur @counfouzz filez lui 2cc de morphine s’il vous plaît on a encore perdu le soldat Yary
1124757040382009352	3230914433	0	Les équipes de Macron, pendant la présidentielle, se livraient à des orgies où circulait de la cocaïne au QG de campagne. Ceux qui gèrent celle de Loiseau doivent tourner au Prozac et à la bière Perlembourg de LIDL, tellement c'est déprimant. https://t.co/jpTTo5CN7S
1195386904159674369	876428031962775553	0	25 ball pr mdire que jdois prendre d xanax alr que j'en prend deja yes merci à tous
1130981687108804609	856872850451570689	0	Un maire veut distribuer du viagra aux habitants pour les inciter à faire des enfants https://t.co/2RwMwWJdz9
1199729573409243136	1098922304418004993	0	@DocGalavaBalit @PharmaTocTocBot C’est tous les deux du metoprolol mais ... ils n’ont pas la même indication dans leurs AMM. Selozok est indiqué spécifiquement dans l’insuffisance cardiaque donc sous surveillance rapprochée d’un cardiologue à l’initiation du tt. Logimax est indiqué uniquement dans l’HTA
1195876135835488261	3437321536	0	Bonsoir j'aime beaucoup le Xanax la drague Kev Adams https://t.co/pUH8LnHxmy
1128724741236432899	1321638810	1	@armance64 @DocNebulleuseP @doctoctocbot Pourquoi? Perso je le préfère au tramadol qui pour moi est un truc vraiment merdique qui en plus fait criser. Ou j’utilise la codeine.
1197114397912645641	3222090201	0	Par contre je me suis réveillée en faisant de l'asthme c'est horrible j'ai plus de ventoline
1198513611817332736	1185253639721488384	0	@l_ltf3169 Mdrr moi en ventoline
1195254152382861312	1175692388842594304	0	@carolinedehaas @LCI Madame.. Je suis médecin et mon conseil est... Deux Xanax ou deux tranxene le soir au couché, parce que ne pas reconnaître une réaction au second degré impose un repos obligatoire
1198568204408365056	916466970853298176	0	@sumeraratta75 @Fils2Psy Tweet professeur  Legrand - stagiaire  doc.Homerin actu. Waterloo Une benzo =valium xanax tranxene Temesta etc la liste est longue Les fous sont pas  -là - où on l'croit Donc vous ne m y trouverez pas !?!?!?!?
1146004913031458816	4904768241	0	j'ai besoins de ventoline la svp
